question_id,chunk_id,question_text,chunk_text,person_1,person_2,person_3,final_label
q5,1505.06614v1_introduction_0002,What evaluation protocols and benchmark setups are commonly used to assess model performance?,"The principal supervised learning techniques currently applied or under consideration at statistical agencies worldwide to solve the record linkage matching problem are : classification tree [ 4 , 7 ] , support vector machine [ 1 , 2 , 3 ] and neural network [ 15 ] . In this short paper , another machine learning technique is proposed to solve the record linkage problem : the multi-criteria classification method Electre Tri . It is the first time that multi-criteria machine learning technique is used to solve the record linkage problem . This application answers to one of `` many challenges in applying supervised machine learning to record linkage matching '' [ 10 ] , showing that the use of multi-criteria classification method Electre Tri to solve the record linkage problem provides good results in term of classification model performances . The importance of this application is in light of the increasing development of the use of administrative sources data . In this context , an important problem is that of finding matching pairs of records from heterogeneous databases , while maintaining privacy of the databases parties . To this purpose secure computation of distance metrics is important for secure record linkage [ 5 ] . The paper is organized as follows .",0,0,0,0
q5,1505.06614v1_introduction_0003,What evaluation protocols and benchmark setups are commonly used to assess model performance?,"In this context , an important problem is that of finding matching pairs of records from heterogeneous databases , while maintaining privacy of the databases parties . To this purpose secure computation of distance metrics is important for secure record linkage [ 5 ] . The paper is organized as follows . Section 2 describes an introduction to the Record Linkage problem ; then the next Section 3 describes the method Electre Tri , used to solved the Record Linkage and in the last Section 4 a preliminary experiment is conducted on simulated data . The paper closes with some final remarks and conclusions . 2 Linked Data : the Record Linkage Generally speaking , in integration of two data sets the objective is the detection of those records , in the different data sets , that belong to the same statistical unit . This action allows the reconstruction of a unique record of data that contains all the unit information collected from different data sources on that unit . Therefore , record linkage is the methodology of bringing together corresponding records from two or more files or finding duplicates within files [ 16 ] .",0,0,0,0
q5,1505.06614v1_introduction_0006,What evaluation protocols and benchmark setups are commonly used to assess model performance?,"Modern record linkage begins with the pioneering work of Newcombe et al . [ 14 ] , who introduced odds ratio of frequencies and the decision rules for delineating matches and nonmatches . In recent years , advances have yielded computer system that incorporate sophisticated ideas from computer sciences , statistics and operational research [ 16 ] . Then , Fellegi and Sunter [ 9 ] introduced a mathematical foundation for record linkage . Their theory demonstrated the optimality of the decision rules used by Newcombe and introduced a variety of ways of estimating crucial matching probabilities ( parameters ) directly from the files being matches . Formally , given two files A and B to be matched , each pair ( a , b ) ∈ Γ = A×B has to be classified into true match or true nonmatch . The odds ratios of probabilities is : R = P r ( γ ∈ Γ | M ) P r ( γ ∈ Γ | U ) where γ is an arbitrary agreement pattern in the comparison space Γ , M is the set of of true matches and U is the set of true nonmatches . Between these two sets , the intermediate set of the possible matches exists .",0,0,0,0
q5,1612.07640v1_introduction_0007,What evaluation protocols and benchmark setups are commonly used to assess model performance?,"Deep learning based MHMS ( DL-based MHMS ) aim to extract hierarchical representations from input data by building deep neural networks with multiple layers of non-linear transformations . Intuitively , one layer operation can be regarded as a transformation from input values to output values . Therefore , the application of one layer can learn a new representation of the input data and then , the stacking structure of multiple layers can enable MHMS to learn complex concepts out of simpler concepts that can be constructed from raw input . In addition , DL-based MHMS achieve an end-to-end system , which can automatically learn internal representations from raw input and predict targets . Compared to conventional data driven MHMS , DL-based MHMS do not require extensive human labor and knowledge for handcrafted feature design . All model parameters including feature module and pattern classification/regression module can be trained jointly . Therefore , DL-based models can be applied to addressing machine health monitoring in a very general way . For example , it is possible that the model trained for fault diagnosis problem can be used for prognosis by only replacing the top softmax layer with a linear regression layer . The comparison between conventional data-driven MHMS and DL-based MHMS is given in Table I . A high-level illustration of the principles behind these three kinds of MHMS discussed above is shown in Figure 1 .",0,0,0,0
q5,1612.07640v1_introduction_0008,What evaluation protocols and benchmark setups are commonly used to assess model performance?,"The comparison between conventional data-driven MHMS and DL-based MHMS is given in Table I . A high-level illustration of the principles behind these three kinds of MHMS discussed above is shown in Figure 1 . Deep learning models have several variants such as Auto-Dncoders [ 23 ] , Deep Belief Network [ 24 ] , Deep Boltzmann Machines [ 25 ] , Convolutional Neural Networks [ 26 ] and Recurrent Neural Networks [ 27 ] . During recent years , various researchers have demonstrated success of these deep learning models in the application of machine health monitoring . This paper attempts to provide a wide overview on these latest DL-based MHMS works that impact the state-of-the art technologies . Compared to these frontiers of deep learning including Computer Vision and Natural Language Processing , machine health monitoring community is catching up and has witnessed an emerging research . Therefore , the purpose of this survey article is to present researchers and engineers in the area of machine health monitoring system , a global view of this hot and active topic , and help them to acquire basic knowledge , quickly apply deep learning models and develop novel DL-based MHMS . The remainder of this paper is organized as follows . The basic information on these above deep learning models are given in section II . Then , section III reviews applications of deep learning models on machine health monitoring .",0,0,0,0
q5,1703.10121v1_introduction_0001,What evaluation protocols and benchmark setups are commonly used to assess model performance?,"Introduction In 2007 , a paper named `` Top 10 algorithms in data mining '' identified and presented the top 10 most influential data mining algorithms within the research community [ 1 ] . The selection criteria were created by consolidating direct nominations from award winning researchers , the research community opinions and the number of citations in Google Scholar . The top 10 algorithms in that prior work are : C4.5 , k-means , support vector machine , Apriori , EM , PageRank , Ad-aBoost , kNN , naive Bayes and CART . In the decade that passed since then , machine learning has expanded , responding to incremental development of computational capabilities and substantial increase of problems in the commercial applications . This study reflects on the top 10 most popular fields of active research in machine learning , as they emerged from the quantitative analysis of leading journals and conferences . This work sees some topics in the broader sense including not only models but also concepts like data sets , features , optimization techniques and evaluation metrics . This wider view on the entire machine learning field is largely ignored in the literature by keeping a strong focus entirely on models [ 2 ] . Our core contribution in this study is that we provide a clear view of the active research in machine learning by relying solely on a quantitative methodology without interviewing experts .",0,0,0,0
q5,1706.05749v1_abstract_0000,What evaluation protocols and benchmark setups are commonly used to assess model performance?,"This paper introduces Dex , a reinforcement learning environment toolkit specialized for training and evaluation of continual learning methods as well as general reinforcement learning problems . We also present the novel continual learning method of incremental learning , where a challenging environment is solved using optimal weight initialization learned from first solving a similar easier environment . We show that incremental learning can produce vastly superior results than standard methods by providing a strong baseline method across ten Dex environments . We finally develop a saliency method for qualitative analysis of reinforcement learning , which shows the impact incremental learning has on network attention .",1,0,0,0
q5,1812.10422v1_introduction_0001,What evaluation protocols and benchmark setups are commonly used to assess model performance?,"Introduction 1.Digital Agenda of the Federal Statistical Office of Germany On 10 October 2017 , the development of a Digital Agenda of the Federal Statistical Office of Germany ( Destatis ) has started ( Statistisches Bundesamt 2018 ) . One of many topics that were intensively discussed was Machine Learning . In a meeting at 13-15 November 2017 , the office and department heads of Destatis evaluated and prioritised 59 measures of the Digital Agenda according to their benefits and costs . A `` Proof of Concept Machine Learning '' was given high priority and classified as one of four lighthouse projects of the Digital Agenda . The content specification was `` Proof of Concept Machine Learning -Set up Proof of Concept for Machine Learning , e.g . in business statistics , to perform automatic categorization and improve analysis potential '' . The deadline for completion of the project was set for mid-2018 . foot_0",0,0,0,0
q5,1907.03010v1_introduction_0001,What evaluation protocols and benchmark setups are commonly used to assess model performance?,"INTRODUCTION In the field of machine learning Time Series are very special data needed their specific processing and methods [ 1 ] [ 2 ] . On top of that , Financial data adds a big challenge due to their proportion of randomness and their non-stationary nature [ 4 ] [ 3 ] . There is a lot of research relative to the Financial Market forecast with Machine Learning [ 5 ] . However , many studies only cover one type of data scaling or labelling while the decisions made on this step can have a huge impact on the results . Not only in term of pure model performances metrics but in term of capabilities to really implement a profitable trading strategy based on the model . This study covers the following points : • Pre-processing and Stationarity • Pre-processing and preservation of useful prices relationships • Labelling for classifiers and regressors",0,0,1,0
q5,1907.07543v1_introduction_0005,What evaluation protocols and benchmark setups are commonly used to assess model performance?,"Howard & Ruder ( 2018 ) note , and Devlin et . al . ( 2018 ) hypothesize that their respective approaches can be used with low quantities of data to give good results . However , in sources such as ( Howard & Ruder , 2018 ) , results on low-shot learning are presented relative to training deep models from scratch , but as mentioned in ( Goodfellow , Bengio , & Courville , 2016 ) , deep learning generally only achieves reasonable performance at about 5000 examples per class and is therefore not necessarily the best paradigm at these scales . This is shown quantitatively in ( Chen , Mckeever , & Delany , 2018 ) where , at scales of 2000+ labels per class , an SVM outperforms several deep learning approaches on text classification tasks . As such , we propose that to evaluate the low-shot learning benefits of deep transfer learning models , we should in fact look at performance against the strongest classical machine learning methods . However , we have yet to find a comprehensive quantitative study performing this analysis and show that low-shot transfer learning in NLP is actually the optimal approach when dealing with small quantities of data . In this paper we attempt to answer this question in the context of classification tasks .",1,0,0,0
q5,1907.07543v1_introduction_0006,What evaluation protocols and benchmark setups are commonly used to assess model performance?,"However , we have yet to find a comprehensive quantitative study performing this analysis and show that low-shot transfer learning in NLP is actually the optimal approach when dealing with small quantities of data . In this paper we attempt to answer this question in the context of classification tasks . What is the best paradigm to use in the case where we have 100 -1000 labelled training examples per class -classical machine learning or deep transfer learning ? We seek to compare the best-in-class approaches from both deep transfer learning and classical machine learning by training a variety of models and evaluating by analysing intra-domain and inter-domain performance ( details in section 2 ) . The choice of 100 -1000 is motivated by the amount of data feasible for companies and researchers to tag in-house , as well as the scale of data occurring organically through other means . For example , in marketing these figures typically represent the base sizes of surveys that can be used as training data . The rest of this paper is laid out as follows . Section 2 details the datasets we use . Section 3 looks at the methodology used to evaluate the optimal paradigm . In section 4 we present the algorithms we use to test , along with related work influencing our choices in selecting those models .",1,0,0,0
q5,1907.07543v1_introduction_0007,What evaluation protocols and benchmark setups are commonly used to assess model performance?,"The rest of this paper is laid out as follows . Section 2 details the datasets we use . Section 3 looks at the methodology used to evaluate the optimal paradigm . In section 4 we present the algorithms we use to test , along with related work influencing our choices in selecting those models . Section 5 details our experiments including choosing the optimal configuration of hyperparameters and preprocessing for each algorithm . In section 6 we present the results followed by our comments and conclusions . Finally , we highlight a few key points and considerations worthy of mention for the two paradigms in 7 .",0,0,1,0
q5,2006.15680v1_abstract_0000,What evaluation protocols and benchmark setups are commonly used to assess model performance?,"As machine learning becomes more and more available to the general public , theoretical questions are turning into pressing practical issues . Possibly , one of the most relevant concerns is the assessment of our confidence in trusting machine learning predictions . In many real-world cases , it is of utmost importance to estimate the capabilities of a machine learning algorithm to generalize , i.e. , to provide accurate predictions on unseen data , depending on the characteristics of the target problem . In this work we perform a meta-analysis of 109 publicly-available classification data sets , modeling machine learning generalization as a function of a variety of data set characteristics , ranging from number of samples to intrinsic dimensionality , from class-wise feature skewness to F 1 evaluated on test samples falling outside the convex hull of the training set .",1,1,0,1
q5,2006.15680v1_abstract_0001,What evaluation protocols and benchmark setups are commonly used to assess model performance?,"In this work we perform a meta-analysis of 109 publicly-available classification data sets , modeling machine learning generalization as a function of a variety of data set characteristics , ranging from number of samples to intrinsic dimensionality , from class-wise feature skewness to F 1 evaluated on test samples falling outside the convex hull of the training set . Experimental results demonstrate the relevance of using the concept of the convex hull of the training data in assessing machine learning generalization , by emphasizing the difference between interpolated and extrapolated predictions . Besides several predictable correlations , we observe unexpectedly weak associations between the generalization ability of machine learning models and all metrics related to dimensionality , thus challenging the common assumption that the curse of dimensionality might impair generalization in machine learning .",1,1,0,1
q5,2006.15680v1_introduction_0003,What evaluation protocols and benchmark setups are commonly used to assess model performance?,"Among all common inquiries , perhaps the most basic is : can ML work on a specific problem ? Or , in other words : given the characteristics of a target data set , can the effectiveness of a ML approach be predicted ? Interestingly , this latter question can be further rephrased as : what are the characteristics of a data set that are well correlated with the possibility , or the impossibility , of obtaining ML models able to effectively extrapolate to unknown instances of the problem ? It is well known that ML algorithms are affected by the curse of dimensionality [ 11 ] , but ML practitioners also know that it could be possible to obtain reliable models even for high-dimensional data sets , and with a relatively small number of samples [ 12 ] . The common approach among practitioners in the field , when dealing with a new data set , seems to be : try as many different ML algorithms as possible in a cross-validation , and evaluate the outcomes ; then focus on the techniques that provided the best results , possibly applying them in an ensemble [ 13 ] .",1,1,0,1
q5,2006.15680v1_introduction_0004,What evaluation protocols and benchmark setups are commonly used to assess model performance?,"The common approach among practitioners in the field , when dealing with a new data set , seems to be : try as many different ML algorithms as possible in a cross-validation , and evaluate the outcomes ; then focus on the techniques that provided the best results , possibly applying them in an ensemble [ 13 ] . Taking inspiration from [ 14 ] , where the authors find links between data set characteristics and efficiency of feature selection techniques , we propose to empirically explore the relation between data-set characteristics and effectiveness of standard ML models , in order to obtain a general meta-model able to extrapolate . In order to answer the question , we analyzed 109 publicly available classification data sets from open-access , curated sources . We decided to focus on classification , as supervised ML represents a quite significant portion of real-world problems ; and , differently from regression , several sophisticated quality metrics have already been developed for this task [ 15 ] . During the analysis , we take into account characteristics such as number of features , number of classes , number of samples , and we look for correlations with quality metrics , such as accuracy of a ML model on training and test points .",1,1,1,1
q5,2006.15680v1_introduction_0005,What evaluation protocols and benchmark setups are commonly used to assess model performance?,"During the analysis , we take into account characteristics such as number of features , number of classes , number of samples , and we look for correlations with quality metrics , such as accuracy of a ML model on training and test points . Extrapolation is assessed not just by alternatively dividing the data into training and test sets , but by analyzing whether data points fall inside or outside of the convex hull of the training data . After collecting the meta-data on the performance of a state-of-the-art classification algorithm on the data sets , the statistical analysis presents both predictable and surprising results , hinting at the fact that dimensionality might not be so cursed after all . Main contributions 1 . We ran a quantitative evaluations of ML models over 109 publicly available data sets . 2 . In Section 2 and Section 3 we provide a general overview on generalization in ML , and of the so-called curse of dimensionality .",1,0,1,1
q5,2007.01503v1_introduction_0004,What evaluation protocols and benchmark setups are commonly used to assess model performance?,"One should also consider the norm • d of the approximation function f. It is well known that various classes of `` nice '' functions are dense in L p spaces . In particular , the class of functions f defined in ( 3 ) are dense with respect to convergence in measure and L p norm ( see [ 1 ] ) . This important fact implies that given any functions f and any ε > 0 , there is a function f s.t . f -f L p < ε . ( 7 ) The approximation function f is a function of weights vectors w i . The pursuit of such function f is a two part problem . The first part , defining the structure of the neural network , is done by a human . The methodology behind the choice of NN structures is at the stage of experimental science . The second part , weights optimization , is done by a computer , usually capable of trillions of operations per second . Needless to say that the effectiveness of latter part depends heavily on the former . In practice one usually does not use an approximation with respect to L p norm . Computationally one may only evaluate the function f at finitely many points and approximate it by f at such points , often with respect to the • l p norm .",0,0,0,0
q5,2007.01503v1_introduction_0005,What evaluation protocols and benchmark setups are commonly used to assess model performance?,"In practice one usually does not use an approximation with respect to L p norm . Computationally one may only evaluate the function f at finitely many points and approximate it by f at such points , often with respect to the • l p norm . Since for all 0 < p < q < ∞ , f ( y j ) -f ( y j ) l q f ( y j ) -f ( y j ) l p , ( 8 ) one can choose any p > 0 to obtain the approximation for all q p. foot_1 Here is an interesting question . Given f ∈ L p ( R k ) , does it follow that the sequence { f ( y j ) } ∞ j=1 ∈ l p for any choice y j ∈ R k ? One can easily show it is not the case . What about a sequence of randomly chosen points y j ∈ R k ? In this case the answer is affirmative . What about the converse statement ? Given a sequence { f ( y j ) } ∞ j=1 ∈ l p , does it follow that f ∈ L p ( R k ) ?",0,0,0,0
q6,1505.06614v1_introduction_0003,"What types of datasets or data sources are used for experiments, and what are typical reasons for choosing them?","In this context , an important problem is that of finding matching pairs of records from heterogeneous databases , while maintaining privacy of the databases parties . To this purpose secure computation of distance metrics is important for secure record linkage [ 5 ] . The paper is organized as follows . Section 2 describes an introduction to the Record Linkage problem ; then the next Section 3 describes the method Electre Tri , used to solved the Record Linkage and in the last Section 4 a preliminary experiment is conducted on simulated data . The paper closes with some final remarks and conclusions . 2 Linked Data : the Record Linkage Generally speaking , in integration of two data sets the objective is the detection of those records , in the different data sets , that belong to the same statistical unit . This action allows the reconstruction of a unique record of data that contains all the unit information collected from different data sources on that unit . Therefore , record linkage is the methodology of bringing together corresponding records from two or more files or finding duplicates within files [ 16 ] .",1,0,0,0
q6,1505.06614v1_introduction_0004,"What types of datasets or data sources are used for experiments, and what are typical reasons for choosing them?","This action allows the reconstruction of a unique record of data that contains all the unit information collected from different data sources on that unit . Therefore , record linkage is the methodology of bringing together corresponding records from two or more files or finding duplicates within files [ 16 ] . In the first situation , the definition of record linkage in [ 9 ] is more precise `` Record linkage is a solution to the problem of recognizing those records in two files which represent identical persons , objects , or events ( said to be matched ) '' The term record linkage originated in the public health area when files of individual patients were brought together using name , date-of-birth and other information [ 16 ] . One of the main motivations for the utilize of the record linkage method is the construction of the big data bases for answer to the new informative needs [ 8 ] . In order to better understand the problem , small practical example is now presented . Suppose the user wants to link two datasets of persons A and B , whose the variables Name , Address and Age are known .",1,0,0,0
q6,1505.06614v1_introduction_0005,"What types of datasets or data sources are used for experiments, and what are typical reasons for choosing them?","In order to better understand the problem , small practical example is now presented . Suppose the user wants to link two datasets of persons A and B , whose the variables Name , Address and Age are known . Suppose that Table A contains the following values : Table A : Data in the first dataset Unit Name Address Age a1 John A Smith 16 Main Street 16 a2 Javier Martinez 49 E Applecross Road 33 a3 Gillian Jones 645 Reading Aev 22 Furthermore , suppose that Table B contains the following values : Table B : Data in the second dataset Unit Name Address Age b1 J H Smith 16 Main St 17 b2 Haveir Marteenez 49 Aplecross Raod 36 b3 Jilliam Brown 123 Norcross Blvd 43 The matching table A × B contains two units referring probably to the same persons , that the method should individuate as matches : 'John A Smith ' with ' J H Smith ' and 'Javier Martinez ' with 'Haveir Marteenez ' . Modern record linkage begins with the pioneering work of Newcombe et al . [ 14 ] , who introduced odds ratio of frequencies and the decision rules for delineating matches and nonmatches . In recent years , advances have yielded computer system that incorporate sophisticated ideas from computer sciences , statistics and operational research [ 16 ] .",1,0,1,1
q6,1703.10121v1_introduction_0001,"What types of datasets or data sources are used for experiments, and what are typical reasons for choosing them?","Introduction In 2007 , a paper named `` Top 10 algorithms in data mining '' identified and presented the top 10 most influential data mining algorithms within the research community [ 1 ] . The selection criteria were created by consolidating direct nominations from award winning researchers , the research community opinions and the number of citations in Google Scholar . The top 10 algorithms in that prior work are : C4.5 , k-means , support vector machine , Apriori , EM , PageRank , Ad-aBoost , kNN , naive Bayes and CART . In the decade that passed since then , machine learning has expanded , responding to incremental development of computational capabilities and substantial increase of problems in the commercial applications . This study reflects on the top 10 most popular fields of active research in machine learning , as they emerged from the quantitative analysis of leading journals and conferences . This work sees some topics in the broader sense including not only models but also concepts like data sets , features , optimization techniques and evaluation metrics . This wider view on the entire machine learning field is largely ignored in the literature by keeping a strong focus entirely on models [ 2 ] . Our core contribution in this study is that we provide a clear view of the active research in machine learning by relying solely on a quantitative methodology without interviewing experts .",1,0,0,0
q6,1703.10121v1_introduction_0002,"What types of datasets or data sources are used for experiments, and what are typical reasons for choosing them?",This wider view on the entire machine learning field is largely ignored in the literature by keeping a strong focus entirely on models [ 2 ] . Our core contribution in this study is that we provide a clear view of the active research in machine learning by relying solely on a quantitative methodology without interviewing experts . This attempt aims at reducing bias and looking where the research community puts its focus on . The results of this study allow researchers to put their research into the global context of machine learning . This provides researchers with the opportunity to both conduct research in popular topics and identify topics that have not received sufficient attention in recent research . The rest of this paper is organized as follows . Section 2 describes the data sources and quantitative methodology . Section 3 presents and discusses the top 10 topics identified . Section 4 summarizes this work .,1,0,0,0
q6,1711.01431v1_abstract_0000,"What types of datasets or data sources are used for experiments, and what are typical reasons for choosing them?","Machine learning is usually defined in behaviourist terms , where external validation is the primary mechanism of learning . In this paper , I argue for a more holistic interpretation in which finding more probable , efficient and abstract representations is as central to learning as performance . In other words , machine learning should be extended with strategies to reason over its own learning process , leading to so-called meta-cognitive machine learning . As such , the de facto definition of machine learning should be reformulated in these intrinsically multiobjective terms , taking into account not only the task performance but also internal learning objectives . To this end , we suggest a `` model entropy function '' to be defined that quantifies the efficiency of the internal learning processes . It is conjured that the minimization of this model entropy leads to concept formation .",0,0,0,0
q6,1807.10681v1_introduction_0001,"What types of datasets or data sources are used for experiments, and what are typical reasons for choosing them?","Introduction Machine learning includes a practical side as well as a theoretical side . Practitioners solve real life problems , theoreticians study theory of learning . Practitioners need help answering the questions the life poses . Theoreticians give the answers . Unfortunately , they are , apparently , answering different questions , about some-what different subjects . For example , practitioners deal with limited data and deadlines , while the theory talks about what happens when training data increase indefinitely . There appears to be some disconnect here . More the over , the practitioners often can not formulate their questions exactly , because the language of the existing theory was developed by theoreticians to study different issues and different situations . Here I formulate the learning problem as it is encountered in practical applications , pose the related real life questions and show the answers to these questions which follow from PAC learnable theory . To do it , I express both questions of practitioners and the results of the PAC learnable theory in terms of problem solving .",0,0,0,0
q6,1907.07543v1_abstract_0000,"What types of datasets or data sources are used for experiments, and what are typical reasons for choosing them?","Despite the recent success of deep transfer learning approaches in NLP , there is a lack of quantitative studies demonstrating the gains these models offer in low-shot text classification tasks over existing paradigms . Deep transfer learning approaches such as BERT and ULMFiT demonstrate that they can beat state-of-the-art results on larger datasets , however when one has only 100-1000 labelled examples per class , the choice of approach is less clear , with classical machine learning and deep transfer learning representing valid options . This paper compares the current best transfer learning approach with top classical machine learning approaches on a trinary sentiment classification task to assess the best paradigm . We find that BERT , representing the best of deep transfer learning , is the best performing approach , outperforming top classical machine learning algorithms by 9.7 % on average when trained with 100 examples per class , narrowing to 1.8 % at 1000 labels per class .",1,0,1,1
q6,1907.07543v1_introduction_0003,"What types of datasets or data sources are used for experiments, and what are typical reasons for choosing them?","However , the fine-tuning task is usually much quicker to train as only a few parameters are added to the model , typically a single dense layer to the end of a multilayer LSTM or Transformer ( Vaswani et al. , 2017 ) . The model continues training either all , or part , of the network , but this is typically on much less data and for much less time , as only the task specific information is being learned and the general `` understanding '' of the language is transferred . These approaches have , on multiple occasions , broken the state-of-the-art records ( SO-TAs ) across the board on a range of NLP tasks and datasets ( Devlin , Chang , Lee , & Toutanova , 2018 ) ( Howard & Ruder , 2018 ) . However , all of these datasets are designed for deep learning : they are typically large enough that they warrant the use of deep learning ( 5000+ examples per class ) , without the necessity of transfer learning . It is our view that what transfer learning does , in these cases , is push the boundaries of performance . The prevalence of deep learning algorithms in surpassing SOTA records suggests quite clearly that , for the datasets assessed , deep learning surpasses the limits of classical machine learning algorithms in NLP tasks .",1,0,1,1
q6,1907.07543v1_introduction_0004,"What types of datasets or data sources are used for experiments, and what are typical reasons for choosing them?","It is our view that what transfer learning does , in these cases , is push the boundaries of performance . The prevalence of deep learning algorithms in surpassing SOTA records suggests quite clearly that , for the datasets assessed , deep learning surpasses the limits of classical machine learning algorithms in NLP tasks . Low-shot transfer learning is another usecase for transfer learning in NLP , one of particular interest to companies working with real-world data . Low-shot transfer learning ( also referred to as `` few-shot '' ) is the use of transfer learning in training models where we have little training data available . This is important as many potential real-world applications of machine learning NLP do not have access to sufficiently large datasets to train deep learning algorithms , and obtaining such a dataset can often be too expensive or time consuming . Howard & Ruder ( 2018 ) note , and Devlin et . al . ( 2018 ) hypothesize that their respective approaches can be used with low quantities of data to give good results .",1,0,1,1
q6,1907.07543v1_introduction_0006,"What types of datasets or data sources are used for experiments, and what are typical reasons for choosing them?","However , we have yet to find a comprehensive quantitative study performing this analysis and show that low-shot transfer learning in NLP is actually the optimal approach when dealing with small quantities of data . In this paper we attempt to answer this question in the context of classification tasks . What is the best paradigm to use in the case where we have 100 -1000 labelled training examples per class -classical machine learning or deep transfer learning ? We seek to compare the best-in-class approaches from both deep transfer learning and classical machine learning by training a variety of models and evaluating by analysing intra-domain and inter-domain performance ( details in section 2 ) . The choice of 100 -1000 is motivated by the amount of data feasible for companies and researchers to tag in-house , as well as the scale of data occurring organically through other means . For example , in marketing these figures typically represent the base sizes of surveys that can be used as training data . The rest of this paper is laid out as follows . Section 2 details the datasets we use . Section 3 looks at the methodology used to evaluate the optimal paradigm . In section 4 we present the algorithms we use to test , along with related work influencing our choices in selecting those models .",1,0,1,1
q6,1907.07543v1_introduction_0007,"What types of datasets or data sources are used for experiments, and what are typical reasons for choosing them?","The rest of this paper is laid out as follows . Section 2 details the datasets we use . Section 3 looks at the methodology used to evaluate the optimal paradigm . In section 4 we present the algorithms we use to test , along with related work influencing our choices in selecting those models . Section 5 details our experiments including choosing the optimal configuration of hyperparameters and preprocessing for each algorithm . In section 6 we present the results followed by our comments and conclusions . Finally , we highlight a few key points and considerations worthy of mention for the two paradigms in 7 .",0,0,0,0
q6,2006.15680v1_abstract_0000,"What types of datasets or data sources are used for experiments, and what are typical reasons for choosing them?","As machine learning becomes more and more available to the general public , theoretical questions are turning into pressing practical issues . Possibly , one of the most relevant concerns is the assessment of our confidence in trusting machine learning predictions . In many real-world cases , it is of utmost importance to estimate the capabilities of a machine learning algorithm to generalize , i.e. , to provide accurate predictions on unseen data , depending on the characteristics of the target problem . In this work we perform a meta-analysis of 109 publicly-available classification data sets , modeling machine learning generalization as a function of a variety of data set characteristics , ranging from number of samples to intrinsic dimensionality , from class-wise feature skewness to F 1 evaluated on test samples falling outside the convex hull of the training set .",1,0,1,1
q6,2006.15680v1_abstract_0001,"What types of datasets or data sources are used for experiments, and what are typical reasons for choosing them?","In this work we perform a meta-analysis of 109 publicly-available classification data sets , modeling machine learning generalization as a function of a variety of data set characteristics , ranging from number of samples to intrinsic dimensionality , from class-wise feature skewness to F 1 evaluated on test samples falling outside the convex hull of the training set . Experimental results demonstrate the relevance of using the concept of the convex hull of the training data in assessing machine learning generalization , by emphasizing the difference between interpolated and extrapolated predictions . Besides several predictable correlations , we observe unexpectedly weak associations between the generalization ability of machine learning models and all metrics related to dimensionality , thus challenging the common assumption that the curse of dimensionality might impair generalization in machine learning .",1,0,1,1
q6,2006.15680v1_introduction_0002,"What types of datasets or data sources are used for experiments, and what are typical reasons for choosing them?","Introduction The term machine learning ( ML ) traditionally includes algorithms that are able to improve their performance on a specific task over time , given an increasing amount of relevant data [ 1 ] . In recent years , this field of research is enjoying a growing popularity , driven by the breakthrough of Deep Learning [ 2 ] and an impressive track record of success stories in different fields , ranging from natural language processing [ 3 ] to autonomous vehicles [ 4 ] , image classification [ 5 ] human-competitive performance in boardgames [ 6 ] . An interesting online collection about various uses of ML has been compiled by the journal Nature is late 2018 1 , although the fast pace the field is progressing made it to appear outdated after few quarters . As out-of-the-box ML solutions are becoming increasingly available to both researchers and the general public [ 7 , 8 , 9 , 10 ] , theoretical questions are suddenly turning into practical issues . Among all common inquiries , perhaps the most basic is : can ML work on a specific problem ? Or , in other words : given the characteristics of a target data set , can the effectiveness of a ML approach be predicted ?",1,0,1,1
q6,2006.15680v1_introduction_0003,"What types of datasets or data sources are used for experiments, and what are typical reasons for choosing them?","Among all common inquiries , perhaps the most basic is : can ML work on a specific problem ? Or , in other words : given the characteristics of a target data set , can the effectiveness of a ML approach be predicted ? Interestingly , this latter question can be further rephrased as : what are the characteristics of a data set that are well correlated with the possibility , or the impossibility , of obtaining ML models able to effectively extrapolate to unknown instances of the problem ? It is well known that ML algorithms are affected by the curse of dimensionality [ 11 ] , but ML practitioners also know that it could be possible to obtain reliable models even for high-dimensional data sets , and with a relatively small number of samples [ 12 ] . The common approach among practitioners in the field , when dealing with a new data set , seems to be : try as many different ML algorithms as possible in a cross-validation , and evaluate the outcomes ; then focus on the techniques that provided the best results , possibly applying them in an ensemble [ 13 ] .",1,0,0,0
q6,2006.15680v1_introduction_0004,"What types of datasets or data sources are used for experiments, and what are typical reasons for choosing them?","The common approach among practitioners in the field , when dealing with a new data set , seems to be : try as many different ML algorithms as possible in a cross-validation , and evaluate the outcomes ; then focus on the techniques that provided the best results , possibly applying them in an ensemble [ 13 ] . Taking inspiration from [ 14 ] , where the authors find links between data set characteristics and efficiency of feature selection techniques , we propose to empirically explore the relation between data-set characteristics and effectiveness of standard ML models , in order to obtain a general meta-model able to extrapolate . In order to answer the question , we analyzed 109 publicly available classification data sets from open-access , curated sources . We decided to focus on classification , as supervised ML represents a quite significant portion of real-world problems ; and , differently from regression , several sophisticated quality metrics have already been developed for this task [ 15 ] . During the analysis , we take into account characteristics such as number of features , number of classes , number of samples , and we look for correlations with quality metrics , such as accuracy of a ML model on training and test points .",1,0,1,1
